Author,Title,Year,Source title,Citation count,Abstract,Indexed keywords,Correspondence address,Publisher,document type,Source,Duplicate records,Full text unavailable,Inconsistent terminologies,Non-research papers,Not related to MBSE,No AI technologies,MBSE is not augmented by AI,Theoretical studies
Suzuki S.; Ueda H.; Fujisaki K.; Ishiguro K.; Tsuchi H.; Vomvoris S.; Gaus I.,Recent developments and trends in requirements management systems,2010,"Proceedings of the International Conference on Radioactive Waste Management and Environmental Remediation, ICEM",0,"In a recent international meeting, five radioactive waste disposal organizations (NUMO/Japan; NAGRA/Switzerland; ONDRAF/NIRAS/Belgium; POSIVA/Finland; SKB/Sweden) have discussed the status and developments of RMS in their respective programs. The majority have already implemented an IT-based system, or, are testing and developing such systems. The level of detail of requirements depends on the stage of the program. Those approaching the license application have integrated all components of the repository concept, including the processes for the operational phase. Requirements management is closely associated with the quality management system. Combining requirement and decision-tracking has been expressed as an explicit goal for some programs. Caution was expressed regarding the expectations for the RMS being developed. There is a risk that such systems are perceived as expert systems that can derive decisions, which then will be unquestionably accepted. It is nevertheless recognized that they can be of great help in communicating with the various stakeholders and with relative ease demonstrate how their requirements have been considered and satisfied with the proposed repository systems. Further efforts need to be undertaken to integrate the requirement management systems, and the processes that they represent, in the day-to-day operations of the organizations. First positive experiences of the latter are reported. ? 2010 by ASME.",Decision making; Expert systems; Quality control; Radioactive waste disposal; Radioactive wastes; Radioactivity; Requirements engineering; Waste disposal; Day-to-day operations; Design specifications; International meetings; Level of detail; License applications; Operational phase; Quality management systems; Repository systems; Requirement management; Requirements management; Requirements management systems; Quality management,,,Conference paper,Scopus,,,,1,,,,
Ding S.; Tang S.-Q.,An approach for formal representation of SysML block diagram with description logic SHIOQ(D),2010,"2010 2nd International Conference on Industrial and Information Systems, IIS 2010",3,"For the requirements of formal expression of the system engineering language: SysML, we proposes a translation approach from SysML block diagram to description logic (SHIOQ(D)) knowledge base which plays a key role in semantic Web. Syntax and equational semantics of SysML are discussed and difficulties for formalizing SysML graphical elements are analyzed in Section 2. Section 3 introduces the description logic and finally section 4 gives the details of the DL knowledge base representation for the SysML block diagram. ? 2010 IEEE.",Knowledge based systems; Knowledge representation; Semantic Web; Block diagrams; Description logic; Equational semantics; Formal expressions; SysML; Data description,"S. Ding; State Key Laboratory of Engineering, Software Wuhan University, Wuhan, China; email: wil12000d@sina.cn",,Conference paper,Scopus,,,,,,1,,
Christophe F.; Sell R.; Bernard A.; Coatan谷a E.,OPAS: Ontology processing for assisted synthesis of conceptual design solutions,2010,"Proceedings of the ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference 2009, DETC2009",8,"This article focuses on a key phase of the conceptual design, the synthesis of structural concepts of solution. Several authors have described this phase of Engineering Design. The Function-Behavior-Structure (FBS) is one of these models. This study is based on the combined use of a modified version of Gero's FBS model and the latest developments of modeling languages for systems engineering. System Modeling Language (SysML) is a general-purpose graphical modeling language for specifying, analyzing, designing, and verifying complex systems. Our development shows how SysML types of diagrams match with our updated vision of the FBS model of conceptual design. The objective of this paper is to present the possibility to use artificial intelligence tools as members of the design team for supporting the synthesis process. The common point of expert systems developed during last decades for the synthesis of conceptual solutions is that their knowledge bases were application dependent. Latest research in the field of Ontology showed the possibility to build knowledge representations in a reusable and shareable manner This allows the construction of knowledge representation for engineering in a more generic manner and dynamic mapping of the ontology layers. We present here how processing on ontology allows the synthesis of conceptual solutions. Copyright ? by ASME.",Computer software reusability; Conceptual design; Expert systems; Linguistics; Multi agent systems; Object oriented programming; Ontology; Query languages; Semantic Web; Semantics; Standards; Systems engineering; Taxonomies; Artificial intelligence tools; Complex systems; Design team; Dynamic mapping; Engineering design; FBS model; Function-Behavior- Structure; Graphical modeling language; Knowledge basis; Latest development; Modeling languages; Ontology semantics; Semantic web standards; Structural concept; Synthesis process; System modeling; Systems engineering taxonomy; Knowledge representation,"F. Christophe; Department of Engineering Design and Production, IRCCyN Laboratory- Ecole Centrale de Nantes, Helsinki University of Technology, FI-02015 TKK, P.O. Box 4100, Finland; email: francois.christophe@tkk.fi",,Conference paper,Scopus,,,,,,,,
Graves H.,Logic for modeling product structure,2010,CEUR Workshop Proceedings,0,"A fragment of type theory with OWL class constructions for types and binary properties is used to formalize SysML Structural Block Diagram models. A structural SysML block diagram model is a model that does not have behavior in the sense that values of properties do not change. A structural model may include properties, variables and operations. Individuals are a special case of operators with no arguments. Type theory is chosen as the target semantic formalism as SysML constructions correspond closely to type theory term constructions. The type theoretic semantics defined in terms of introduction and elimination fits well with the informal SysML semantics. An abstract version of a structural model, called an Abstract Block Diagram (ABD), is introduced. An ABD is a theory closed under specific type, property, and operator constructions with additional axioms. The ABD corresponding to the SysML model contains axioms in the form of equations for types, and properties, and operators. This formalism captures the syntactic constructons of the SysML models and the type theoretic semantics appears to be in accord with the informal semantics, as documented in the OMG specification. ABD theory gives an explicit mechanism for introducing instances for types defined by property restrictions. This construction is useful for parts decompositions. ABD theory constructions have a limited kind of property union used to construct parts decompositions. An ABD determines a Description Logic (DL) closed under union, intersection, and existential type constructions and property constructions restricted by typing relations. The ABD constructions are useful in identifying potential extensions for SysML and may be useful, as well, for adding operator terms to Description Logic.",Formal languages; Model structures; Ontology; Semantics; Description logic; OWL; Product models; SysML; Type theory; UML; Data description,"H. Graves; Lockheed Martin Aeronautics Company, Fort Worth TX, United States; email: henson.graves@lmco.com",,Conference paper,Scopus,,,,,,1,,
Rauniyar D.; Tanik U.J.,Integrated product development approach for cyber-physical systems utilizing standardized modeling languages and methodologies,2010,Journal of Integrated Design and Process Science,2,"Systems development has often resulted as a hit-or-miss proposition before the advent of standardized analysis and design languages providing blueprints understood by both software and systems engineers. This paved the way for modeling cyber-physical systems using established, yet evolving standardized notation widely accepted by industry. In the past, system analysts would try to assess the needs of their clients, generate a requirements analysis in some notation that the analyst understood (but not always the client), give that analysis to a programmer or team of programmers, and hope that the final product was the system the client wanted (Schmuller, 2003). However, advances in UML and SysML have created new pathways to the design process when combined with Concurrent Object Modeling and Architectural Design Method (COMET) methodology that can assist in the realm of complex embedded system design for next generation cyber-physical systems (Rajhans, 2009). In order for product development to meet a desired need, communicating the vision to the developers is of utmost importance. The UML is a visual modeling language that enables system builders to create blueprints that capture their design intentions in a standardized format for effective communication of engineering detail. The paper reviews some key benefits of using UML and SysML during the product development process with COMET. The UML process steps are briefly described, followed by an introduction to the SysML language which is an extension of the UML. The paper provides a process review of embedded system development using SysML for systems engineering that can be useful for modeling aspects of cyber-physical system development during integrated product development. Realizing the fact that SysML may be considered too generic to address embedded and real-time system design, the paper provides a brief review of COMET, a UML based method for the development of concurrent applications, in particular distributed and real-time applications (Gomaa, 2008). The Artificial Intelligence Design Framework introduced as part of the thesis work supported by NASA (Tanik, 2006) can be adapted to cyber-physical system design. The published book detailing the AIDF called Architecting Automated Design Systems is based on this thesis work (Tanik, 2008) and is being used as a basis for supporting cyber-physical system design using artificial intelligence decision support with many application areas, including complex safety-critical medical and space systems design. This journal paper establishes the link between the conference paper on integrated product development (Tanik, 2010), and the previous work on the PhD thesis completed in 2006 that relates to cyber-physical system design frameworks.",Architectural design; Artificial intelligence; Blueprints; Decision support systems; Embedded software; Embedded systems; Models; NASA; Systems analysis; Architecture designs; COMET; cyber-physical system; Integrated product development; SysML; UML; Product development,,,Article,Scopus,,,,1,,,,
Omoronyia I.; Sindre G.; St?lhane T.; Biffl S.; Moser T.; Sunindyo W.,A domain ontology building process for guiding requirements elicitation,2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),37,"[Context and motivation] In Requirements Management, ontologies are used to reconcile gaps in the knowledge and common understanding among stakeholders during requirement elicitation, and therefore significantly improve the quality of the elicited requirements.[Question/problem] However, a precondition of state-of-the-art ontology approaches for requirements elicitation is an existing domain ontology. While this is not a trivial precondition, there are only a few reports on approaches to systematically and efficiently build domain ontologies, and these approaches are often highly biased towards their intended use. [Principal ideas/results] In this paper, we investigate an approach for building domain ontologies suitable for guiding requirements elicitation. We evaluate the feasibility of the approach based on a real-world industrial use case by analyzing natural language text from technical standards. [Contribution] A major outcome is that the proposed approach can help reduce the effort of building domain ontologies from the scratch. ? 2010 Springer-Verlag.",Computational linguistics; Computer software selection and evaluation; Industrial applications; Natural language processing systems; Requirements engineering; Semantics; Common understanding; Domain engineering; Domain ontologies; Industrial use; NAtural language processing; Natural language text; Real-world; Requirement elicitation; Requirements elicitation; Requirements management; Semantic analysis; Technical standards; Ontology,"I. Omoronyia; Department of Computer and Information Science, Norwegian University of Science and Technology, Trondheim, Norway; email: inah.omoronyia@idi.ntnu.no",,Conference paper,Scopus,,,,,,,,
Weber R.H.,Addressing value-centric design as a multi-scale C2 problem,2010,AIAA SPACE Conference and Exposition 2010,1,"The Complex Systems approach to science and engineering problems as pioneered at DOE National Laboratories and the Santa Fe Institute and now pursued broadly in academia provides the intellectual foundation for understanding how analysis of intentional and adaptive systems depends on computer simulation technology. Agent-oriented software can now generate virtual worlds where system analysts may conduct controlled laboratory experiments which overcome many limitations of both equation-based models and experiments with human subjects. The former lack the richness of dynamic interactions between opposing human controlled systems and the latter do not permit broad exploration of the trade-offs between capabilities of physical systems and operational concepts of human users, especially where the interactions may produce emergent outcomes. The argument is made that agent-based simulation provides the necessary tools for enabling a fruitful convergence of the Model-Based Systems Engineering and Value-Centric Design (VCD) movements to engage the multi-scale C2 design problem which is the crux of human operated Complex Systems. Reflexively, VCD should see itself as a multi-scale C2 problem as it addresses the communication gaps between various layers of engineering and military user communities, when and where those gaps bear major responsibility for the poor C2 performance of DoD system acquisition organizations in the system development process. ? 2010 by the American Institute of Aeronautics and Astronautics, Inc.",Experiments; Software agents; Virtual reality; Agent based simulation; Computer simulation technology; Controlled laboratories; Equation-based models; Model-based systems engineering; Operational concepts; Science and engineering; System development process; Design,,,Conference paper,Scopus,,,,,,,,1
"Raymond J., Cook S., Watson J., Van Gaasbeek J., Hartmann R.",1.1.0 Is MBSE a Tectonic Shift in the Way We Perform Systems Engineering?,2010,INCOSE International Symposium,\,"Explore the possible transformation of system engineering from a document-centric culture/ old school system engineering thinking to a model-centric culture/ information mgt thinking perspectives - and all the hurdles, hijinks, hysteria, and hype that we'll encounter along the way.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Ferris T., Do Q.",4.2.3 The Impact of Understanding the Need and Available Products in COTS Selection,2010,INCOSE International Symposium,\,"Nowadays, more and more engineering solutions are built by integrating Commercial-Of-The-Shelf (COTS) products rather than building subsystems from scratch. The selection of COTS for defence acquisition and upgraded projects presents a great challenge to systems engineers due to the rapidly changing nature of electronic systems, particularly those related to sensors, combat and mission systems, weapons and countermeasures, avionics, and communications. This paper explores the issues associated with the selection of COTS subsystems to be integrated into a larger system. When the total number of COTS components of the same kind to be procured is very low, such as one unit, there are additional constraints impacting the selection and procurement process. A case study is presented based on the development of the Systems Integration Sandpit (SIS) for exploring systems integration issues, fostering model-based systems engineering and systems engineering education.",\,\,Wiley,Conference paper,Wiley,,,,,,1,,
"Hamelin R., Walden D., Krueger M.",4.4.2 INCOSE Systems Engineering Handbook v3.2: Improving the Process for SE Practitioners,2010,INCOSE International Symposium,\,"The INCOSE Systems Engineering Handbook is the official INCOSE reference document for understanding systems engineering (SE) methods and conducting SE activities. Over the years, the Handbook has evolved to accommodate advances in the SE discipline and now serves as the basis for the Certified Systems Engineering Professional (CSEP) exam. Due to its evolution, the Handbook had become somewhat disjointed in its treatment and presentation of SE topics and was not aligned with the latest version of International Organization for Standardization (ISO)/International Electrotechnical Commission (IEC) 15288:2008, Systems and Software Engineering. As a result, numerous inconsistencies were identified that could confuse practitioners and directly impact the probability of success in passing the CSEP exam. Further, INCOSE leadership had previously submitted v3.1 of the Handbook to ISO/IEC for consideration as a Technical Report, but was told that the Handbook would have to be updated to conform with the terminology and structure of new ISO/IEC15288:2008, Systems and software engineering, prior to being considered. The revised INCOSE Systems Engineering Handbook v3.2 aligns with the structure and principles of ISO/IEC 15288:2008 and presents the generic SE life-cycle process steps in their entirety, without duplication or redundancy, in a single location within the text. As such, the revised Handbook v3.2 serves as a comprehensive instructional and reference manual for effectively understanding SE processes and conducting SE and better serves certification candidates preparing for the CSEP exam.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Fanmuy G., Salinesi C., Hammami O., Roussel J., Dauron A., Szczepaniak R., Picci L.",4.5.1 Requirements Analysis and Modeling Process (RAMP) for the Development of Complex Systems,2010,INCOSE International Symposium,\,"Requirement Analysis and Modeling Process (RAMP) is a new project born recently in France from a joint initiative between 3 major industrial companies belonging to different domains (Aerospace, Automotive, Energy), 2 SMEs (Service consulting, Tool supplier) and 3 Research Lab & Universities in order to improve the efficiency and quality of requirements expressed in natural language during the development of complex systems. Starting from a common view of the problem from industrial partners and the state of art in Requirement Engineering and Modelling, this project intends to deliver short & mid term solutions based on existing tool as well as promising research tracks in this field though a singular partnership organisation under the umbrella of AFIS (French Chapter of INCOSE).",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
Hause M.,4.5.2 Model- Based System of Systems Engineering with UPDM,2010,INCOSE International Symposium,\,"The Unified Profile for DoDAF and MODAF, (UPDM) initiative was started by members of INCOSE and the OMG. UPDM provides a consistent, standardized means to describe DoDAF 1.5 and MODAF 1.2 architectures in SysML/UML-based tools as well as a standard for interchange. The concepts found in the Systems Modeling Language (SysML) such as parametrics, blocks, complex ports, enhanced activity modeling, and cross-cutting constructs improve the state of the art for systems engineers and architects. The formal meta-model basis of UPDM also provides a basis for trade-off analysis, model execution, requirements traceability, and the transition to systems development and implementation. Finally, the interconnections between views can help combat stovepipe development and improve communication. This paper looks at the current direction of UPDM, how it is improving the state of the art for system architects, and enables interchange of architectural information. We will also examine some of the latest concepts found in DoDAF 2.0 and how the UPDM Group is addressing these.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Forsberg K., Roedler G., Ring J., Hodgson R., Sillitto H., Jorgensen R.",5.1.0 The Future of Knowledge Management in INCOSE,2010,INCOSE International Symposium,\,"The goal of the Knowledge Management Working Group (KMWG) is to determine how technical INCOSE knowledge management needs are currently being met, and what the new state(s) should be. Input from the panel members, and most importantly from the audience for this panel discussion, will help shape the direction and future contributions of the INCOSE KMWG. One of our panelists, Jack Ring, says, ?I claim that the Future Direction of Knowledge Management in INCOSE is grossly under-conceptualized. Three concepts that may merit further dialogue are: We could get on with developing and sharing knowledge about modeling stochastic systems, non-deterministic systems, agent-aided design and even generative/autocatalytic systems, The engine for the G2SEBoK will be the next generation SE tool. Things like CORE, SysML-oriented tools, OpEMCSS, etc., become plug-ins, The G2SEBoK should do more than talk ABOUT systems praxis. It should give examples of the work products. These should be real examples that are prompted by posing typical problems, then posting work products as proposed by participants. Currently the final product from most INCOSE Working Groups is a printed document (which is also available in electronic form). Should this change? Another panelist, Raymond Jorgensen, says: ?Wiki technologies have provided an excellent forum for encouraging improved communication and sharing across the community. At Rockwell Collins, a Wiki environment is being used to encourage sharing best practices across the enterprise. Instead of different business areas publishing unique practices in stale ?PDF? files on local networks, one enterprise environment is being used to host the collective enterprise knowledge of best practices in engineering. Similar techniques could be applied at INCOSE.? If a Wiki is so good, why did the SEHv3.1 Wiki lay dormant on the INCOSE web site for over two years? Is a Wiki suitable for the INCOSE environment? If so, who will control it?",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
LERAT J.,5.5.2 Three Reasons why Document-based SE (usually) works better than (most of) MBSE,2010,INCOSE International Symposium,\,"Under this provocative title, this paper warns the reader against a common belief: MBSE is the key to success. This statement is not wrong but terribly reductionist since the success of MBSE requires good SE practices to begin with. However in real life, most of MBSE efforts are just reflecting the bad SE practices that it pretends to correct. This mirroring does not help to solve the problems nor to implement better SE practices. In general, it just bastardizes what was already hardly working, based on document exchanges. As a way to support this demonstration, the paper highlights a number of problems that, if not addressed, ruins any MBSE implementation. Successful implementation of MBSE is a crucial factor of survivability for most of companies and agencies in today's world. This silver-bullet is, in many cases, the last ammunition of the projet managers: that's why it is worth to pay a bit of attention to the target, before shooting.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Wilby J., Kijima K., Ing D., Metcalf G.",9.1.0 Service Systems and Systems Sciences in the 21st Century,2010,INCOSE International Symposium,\,"Progress on the emerging science of service systems will be advanced by improved collaboration between scientists, engineers, managers and designers. The endorsement of SysML by the OMG provides an option for rigourous descriptions of service systems. The domains modeled by systems engineers have generally been technical in nature. ?A service system can be defined as a dynamic configuration of resources (people, technology, organisations and shared information) that creates and delivers value between the provider and the customer through service? (IfM and IBM 2008). Service systems in the 21st century not only include service machines, but also commercial relationship interactions and public infrastructural and social offerings. Broadening the domains of interest to the subjective and the ambiguous presents challenges not only the formal modeling of systems, but also the effective attainment and communications of shared understandings. A group of senior researchers with shared knowledge in the systems sciences has been conducting conversations about service systems, applying modeling tools in both face-to-face and distributed communications. Findings on joint learning, obstacles, and the responses from observers will be discussed.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
Muller G.,"9.4.2 System and Context Modeling; Visualizations of Where, When, and How",2010,INCOSE International Symposium,\,"Modeling of systems and their context is done to support communication with stakeholders, to facilitate reasoning about system requirements and design, to support decision making, and in general to create and maintain understanding, insight, and overview. One of the challenges in modeling is to find appropriate representations that are understandable for relevant stakeholders and that contain sufficient information. In this paper, we discuss how to visualize space, time and process flow of systems, both internal as well as in their context. We argue that visualizations must connect to the stakeholders' world. We observe that architects tend to create abstract diagrams, alienating their stakeholders by abstraction, the use of jargon, and the presence of lots of (irrelevant) details. We will illustrate the visualization techniques with some models made as part of the Darwin project. The Darwin project researches evolvability of systems and architectures, using Magnetic Resonance Imaging scanners at Philips Healthcare as case.",\,\,Wiley,Conference paper,Wiley,,,,,,1,,
"Martin J., Arnold S., Ring J., White B., Martin R.",11.1.0 Architecting the Enterprise: Is INCOSE up to the challenge?,2010,INCOSE International Symposium,\,"The enterprise consists of much more than just hardware and software. Yet most SE literature deals with systems only composed of these technological components. This panel of experts in the domain of Enterprise Systems Engineering will draw from their experience to describe some of the special challenges in architecting the enterprise. They will recommend necessary changes to the SE discipline to enable better development and evaluation of enterprise architectures. Special methods and tools required at the enterprise level will be discussed. We will discuss the special nature of the ?soft? elements of the enterprise: people, policies, practices, & procedures. We will also discuss some of the other elements not often dealt with by traditional SE: platforms, media, infrastructure, facilities, & (low-tech) equipment.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Wheatcraft L., Hill T.",11.2.1 Getting Started on the Right Foot: Developing Requirements for Constellation's Next Generation Space Suit,2010,INCOSE International Symposium,\,"A major challenge identified by the General Accounting Office and NASA's Inspector General is a project's inability to fully define project requirements prior to entering into contractual arrangements, placing projects at risk of significant cost overruns, schedule delays, and performance shortfalls. In 2007, the Constellation Space Suit Element (CSSE) was tasked to produce their Level IV Element Requirements Document (ERD) and baseline it within a 3-month period. Aware of the consequences resulting from a poor set of requirements, NASA's Space Suit Project instituted a continuous requirement validation process that would allow the project team to develop a correct, consistent, and complete requirement set within tight schedule constraints. The result was an order of magnitude reduction of review comments against the ERD compared to the number of comments against the parent Level III System Requirements Document (SRD).",\,\,Wiley,Conference paper,Wiley,,,,,,1,,
"Snyder N., Antkowiak M.",11.2.2 Applying Systems Engineering in a Renewable Energy Research & Development Environment,2010,INCOSE International Symposium,\,"Systems Engineering (SE) practice has largely developed around a few specific industries, especially aerospace/defense and IT. SE is well understood by, and remains associated with, these industries. The classical systems engineering process starts with conceptual development of a specific system that will ultimately be produced and deployed. In the renewable energy R the work is being conducted in a culture that is generally unfamiliar with systems engineering, and the R&D activities are mostly oriented toward technology development and refinement rather than toward development of a specific deployable system. Nevertheless, systems engineering principles can be applied to enhance the management of the Research & Development (R&D) process, but significant tailoring of SE processes is required, and enhanced modeling and simulation techniques must be applied to deal with all the unknowns at a very early part of the system lifecycle. The lessons learned from several years of experience in this unique environment at the National Renewable Energy Laboratory, as well as a number of new ideas for future process enhancements, will be explored in this paper.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Cole B., Delp C., Donahue K.",11.2.3 Piloting Model Based Engineering Techniques for Spacecraft Concepts in Early Formulation,2010,INCOSE International Symposium,\,"The JPL Integrated Model-Centric Engineering (IMCE) project is tasked with bringing Model Based Engineering methods, tools and practices into use by systems engineers. Taking a Europa-focused flagship concept proposal as an example of a system that is early in its engineering lifecycle, IMCE piloted architectural elements for an integrated modeling environment. These elements were used together both as a proof-of-concept and to guide development of the methods, tools and practices for flight projects as JPL transitions to model-centric engineering. This paper presents both products of this effort and a variety of insights to guide the future of model-centric engineering techniques. Also, recommendations are made regarding the strengths and weaknesses of existing information models and the Systems Modeling Language (SysML).",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
Long J.,Model-Based Systems Engineering For Project Success: The Complete Process,2010,INCOSE International Symposium,\,"This basic tutorial identifies the elements and benefits of a complete, proven model-based system engineering process, and demonstrates its tailorability and value for project success using vignettes from an information management system and a sample System of Systems (SoS) application. The tutorial illustrates how the model-based system engineering process supports both document-driven and model-based paradigms, whether in top-down, middle-out, or reverse engineering environments. It discusses how to know when each element of the process has been completed, and how to develop and validate functional and physical architectures using executable architectures. The requirement for concurrent engineering, the onion model, and synchronization of models and data are presented. The participants will be introduced to a flexible system engineering process suitable for system development tasks across the complexity spectrum. In addition to the process description, the tutorial will include a sample solution to illustrate the recommended techniques, views, completion conditions, and products of an MBSE system development methodology. It will also include examples of the development of graphical views commonly used by practitioners of DoDAF and SysML approaches. This tutorial is focused on highlighting how the use of model-based systems engineering can meet the government requirements for delivering architecture framework products while allowing the engineering organizations (industry and government) to successfully perform the systems engineering required to develop an executable design.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
Oppenheim B.,Lean Enablers for Systems Engineering,2010,INCOSE International Symposium,\,"Lean Thinking is the paradigm that enabled Toyota to rise to the best and largest auto company in the world. The paradigm includes not only Lean manufacturing but also extraordinary effective Product Development and Systems Engineering, as well as a culture based on Respect for People. Systems Engineering is regarded as a technically sound process but often burdened with waste and inefficiencies. Lean Systems Engineering is a new body of knowledge applying the wisdom of Lean Thinking to Systems Engineering. Systems Engineering and Lean have overlaps and differences, but both represent processes that evolved over time with the common goal of delivering product or system lifecycle value to the customer. Lean Systems Engineering represents synergy of the two, leading to superior systems engineering process. Most emphatically, Lean Systems Engineering is not a re-packaged FBC or Acquisition Reform?. Lean Systems Engineering does not mean ?less Systems Engineering?; it means more and better Systems Engineering, with better preparations, planning, front-loading, training, and more common sense, leading to better program execution. Lean Enablers for Systems Engineering is a product designed by 14 experts from industry, academia, and U.S. and foreign governments, supported by 115+ strong Lean Systems Engineering Working Group of INCOSE. Lean Enablers are formulated as 194 ?do's? and ?don'ts? of Systems Engineering practice focused on Mission Assurance/Product Success and elimination of waste. The workshop will cover three parts: Description of the development process of Lean Enablers for SE Presentation of 194 Lean Enablers organized into six Lean Principles: Value, Value Stream Mapping, Flow, Pull, Perfection, and People. ?Validation? of the Lean Enablers by surveys, and by benchmarking with recent studies by NASA and U.S. Government Accounting Office. Early feedback from past tutorials and implementation",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Kendell E., Jenkins S.",An Introduction to Knowledge Representation and Ontology Development for Systems Engineers,2010,INCOSE International Symposium,\,"Effective communication requires a common vocabulary. An ontology provides a description of the terminology, concepts and relationships for a particular area of interest. An ontology may be viewed as a declarative encoding of the meaning of the domain vocabulary terms, thus making it a key to enabling communication. For systems that are used by people whose understanding of a domain is not necessarily consistent, an explicit description of the important terms can be extremely useful. Many commercial companies have successfully deployed applications with increasing use of semantics such as taxonomy-based search and navigation services. Rule-based manufacturing, product configuration, and financial services systems have been relatively common in those industries for many years. Fewer organizations have successfully deployed semantically rich systems that incorporate ontology-based metadata, sophisticated reasoning and explanation support. The technology has been around for decades, though its use for web-based applications is relatively recent, and it remains difficult for some people to understand, let alone use effectively. This tutorial provides an overview of the knowledge representation landscape and attempts to demystify some of the ?black art? of ontology development. We will outline basic methodology steps developed from a combination of Domain analysis methodology from software engineering IDEF methods developed for the US Department of Defense Best practices developed through extensive experience and lessons learned, with a focus on problems in software and systems engineering Examples from systems engineering will be provided, with emphasis on ontology development in UML using the Ontology Definition Metamodel, applications that lend themselves to vocabulary development in the Web Ontology Language (OWL), and use of the these technologies together with models developed using the OMG's Systems Modeling Language (SysML).",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Snyder N., Antkowiak M.",Applying Systems Engineering in a Renewable Energy Research & Development Environment,2010,INCOSE International Symposium,\,"Systems Engineering (SE) practice has largely developed around a few specific industries, especially aerospace/defense and IT. SE is well understood by, and remains associated with, these industries. The classical systems engineering process starts with conceptual development of a specific system that will ultimately be produced and deployed. In the renewable energy R the work is being conducted in a culture that is generally unfamiliar with systems engineering, and the R&D activities are mostly oriented toward technology development and refinement rather than toward development of a specific deployable system. Nevertheless, systems engineering principles can be applied to enhance the management of the Research & Development (R&D) process, but significant tailoring of SE processes is required, and enhanced modeling and simulation techniques must be applied to deal with all the unknowns at a very early part of the system lifecycle. The lessons learned from several years of experience in this unique environment at the National Renewable Energy Laboratory, as well as a number of new ideas for future process enhancements, will be explored in this paper.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
"Scukanec S., van Gaasbeek J.",A Day in the Life of a Verification Requirement,2010,INCOSE International Symposium,\,"One measure of the quality of a product requirement is that it be verifiable. Verifiability assessment is one of the exit criteria for the Systems Requirements Review and is necessary for requirement validity. Nomination of one or more verification methods (examination, analysis, demonstration or test) is often taken as the sole evidence of verifiability. A completed Verification Cross Reference Matrix is frequently considered as the final verifiability assessment and responsibility for the remainder of the verification effort is transferred to the test and evaluation and other implementing communities for completion. Lessons learned from many Programs have shown that a more robust application of systems engineering should include the requirements engineers (with detailed knowledge of product requirement intent) working with the verification implementing organizations as the best combination to define the verification requirements. Such definition should include statement of the verification objectives, success criteria and environment. Including this information in the ?Quality Assurance? section of the requirements document allows for buy-in by the customer well in advance of implementing the verification activities. This information is used by verification personnel to generate one or more verification plans and to develop the detailed verification program. Verification requirements are planned into verification events which are executed using the proper system elements and environments. These verification requirements are key to establishing long lead verification facilities, tools and laboratories. Early definition of these requirements helps prevent facility re-designs and verification re-plans that can cause expensive delays. Finally, verification data analysis is performed, and the information compiled into verification reports certifying system product requirements compliance. This robust verification approach will provide proof of requirements satisfaction, leading to systems that meet the customers' needs at a lower life-cycle cost. This paper is written to explore the value of well-crafted verification requirements developed early in the Program. A ?Day in the Life of a Verification Requirement? shows the interaction and benefits of verification requirements to the verification execution teams. The reader will be offered a lifecycle description of the verification requirement from conception to certification.",\,\,Wiley,Conference paper,Wiley,,,,1,,,,
Hsu J.C.; Price M.; Clymer J.R.; Garcia Jr. J.; Gonzalez E.,Agent-based modeling the emergent behavior of a system-of-systems,2009,"19th Annual International Symposium of the International Council on Systems Engineering, INCOSE 2009",11,"Net-Centric Operations (NCO) is operated on a System-of-Systems (SoS) communication environment. Emergent behavior is one of the five SoS characteristics. Layered SoS architectures start from the top SoS-level containing emergent behavior. Conceptual agent-based modeling was presented to simulate the four principles of emergence. The simulations covered the condition of emergence, non-linear behavior and coupling relationship between agents. The four principles are interrelated. The emergent behavior has impacts on traditional systems engineering process. Neural network artificial intelligence may be needed to assist the understanding of emergent behaviors for architectural model development. Agent-based modeling needs further development and should be integrated with neural network and SysML. ? 2009 by John Hsu, Mark Price, Jose Garcia-Jr., John Clymer and Efrain Gonzalez.",Autonomous agents; Computational methods; Simulation platform; Agent-based model; Architectural modeling; Communication environments; Coupling relationships; Emergent behaviors; Net-centric operations; Nonlinear behavior; Traditional systems; System of systems,"J.C. Hsu; Royal Academy of Engineering, United Kingdom; email: jc0hsu@gmail.com",INCOSE-International Council on Systems Engineering,Conference paper,Scopus,,,,,,,,
